Tenure,WarehouseToHome,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,Churn,IsNewCustomer,LowSatisfaction,HighCashback,RecentlyActive,MaritalStatus_Married,MaritalStatus_Single,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile,PreferedOrderCat_Others
4,10,4,3,3,0,1,145.83,0,1,0,0,1,True,False,False,False,True,False
8,10,3,3,2,1,1,142.49,0,0,0,0,1,False,True,False,True,False,False
5,12,3,3,2,0,7,150.1,0,1,0,0,0,False,True,False,True,False,False
0,26,3,3,4,0,0,198.24,1,1,0,1,1,True,False,False,False,False,False
1,19,5,5,3,0,1,145.33,1,1,0,0,1,True,False,False,False,True,False
2,9,3,3,2,0,2,155.61,0,1,0,0,1,False,False,False,True,False,False
11,9,3,3,4,1,2,143.17,0,0,0,0,1,False,True,False,True,False,False
11,7,4,1,4,1,3,261.03,0,0,1,1,1,True,False,False,False,False,False
15,8,3,3,1,1,0,126.96,0,0,0,0,1,True,False,False,False,True,False
4,34,4,2,9,0,8,178.04,0,1,1,1,0,True,False,False,True,False,False
19,9,4,4,2,0,8,173.05,0,0,0,1,0,True,False,False,True,False,False
10,13,3,3,5,0,2,236.64,0,0,0,1,1,False,True,False,False,False,False
3,16,4,3,11,0,3,154.74,0,1,0,0,1,True,False,False,False,True,False
7,30,4,1,3,1,13,259.58,0,0,1,1,0,False,True,False,False,False,False
21,12,4,3,6,0,2,308.0,0,0,0,1,1,True,False,False,False,False,True
19,8,3,3,7,0,1,278.61,0,0,0,1,1,True,False,True,False,False,False
4,9,5,1,3,0,9,166.52,0,1,1,1,0,True,False,False,True,False,False
21,9,4,4,9,0,1,174.78,0,0,0,1,1,True,False,False,True,False,False
1,36,6,5,10,0,3,174.69,1,1,0,1,1,False,True,False,True,False,False
19,24,3,3,3,0,8,148.1,0,0,0,0,0,True,False,False,True,False,False
51,7,2,3,2,0,9,174.0,0,0,0,1,0,False,False,False,True,False,False
13,8,1,4,2,0,7,142.44,0,0,0,0,0,False,False,False,True,False,False
8,31,4,2,5,0,2,136.81,0,0,1,0,1,False,True,False,True,False,False
15,32,3,4,6,0,8,235.25,0,0,0,1,0,True,False,True,False,False,False
1,7,4,3,2,0,6,145.58,1,1,0,0,0,False,True,False,False,True,False
0,11,3,1,2,0,0,110.51,0,1,1,0,1,False,True,False,False,True,False
8,22,4,4,2,0,3,186.06,0,0,0,1,1,False,True,False,False,False,False
22,13,3,4,4,0,7,204.66,0,0,0,1,0,True,False,False,False,False,False
9,15,4,3,3,0,10,166.48,0,0,0,1,0,True,False,False,True,False,False
12,17,3,2,2,0,7,176.54,1,0,1,1,0,False,False,False,False,False,False
19,14,4,3,6,1,3,169.77,0,0,0,1,1,False,False,False,False,True,False
19,27,4,3,10,0,2,173.5,0,0,0,1,1,False,True,False,True,False,False
26,13,1,3,4,0,3,248.14,0,0,0,1,1,True,False,True,False,False,False
20,10,4,4,9,1,10,203.33,0,0,0,1,0,True,False,False,False,False,False
9,14,4,3,3,0,1,149.04,0,0,0,0,1,True,False,False,False,True,False
17,30,5,3,3,0,4,137.08,0,0,0,0,0,False,True,False,False,True,False
8,17,4,3,3,1,3,154.36,1,0,0,0,1,False,True,False,False,True,False
1,22,4,1,3,0,1,137.32,0,1,1,0,1,False,True,False,False,True,False
12,24,3,3,1,0,7,145.34,0,0,0,0,0,False,True,False,True,False,False
9,7,4,4,3,0,7,197.95,0,0,0,1,0,False,False,False,False,False,False
4,9,4,4,3,0,1,149.76,0,1,0,0,1,True,False,False,False,True,False
29,8,2,1,4,0,1,272.32,0,0,1,1,1,True,False,True,False,False,False
1,14,4,3,3,1,3,153.86,1,1,0,0,1,False,False,False,False,True,False
20,20,4,4,8,0,10,180.62,0,0,0,1,0,False,True,False,True,False,False
10,7,4,1,2,0,11,164.74,0,0,1,0,0,True,False,False,True,False,False
1,7,4,4,2,1,5,188.49,0,1,0,1,0,False,False,False,True,False,False
4,30,4,5,2,0,8,168.12,0,1,0,1,0,False,True,False,True,False,False
4,11,3,3,2,0,2,183.46,0,1,0,1,1,True,False,False,True,False,False
10,6,4,3,2,0,7,159.93,0,0,0,0,0,True,False,False,True,False,False
13,7,3,5,3,0,16,268.23,0,0,0,1,0,True,False,True,False,False,False
1,17,5,5,8,1,1,149.04,1,1,0,0,1,False,True,False,False,True,False
8,6,3,4,2,0,6,172.95,0,0,0,1,0,True,False,False,False,False,False
1,16,4,2,3,0,3,151.1,0,1,1,0,1,False,True,False,False,True,False
15,15,3,1,2,0,8,136.73,0,0,1,0,0,False,True,False,False,True,False
30,7,4,5,4,0,1,145.66,0,0,0,0,1,False,False,False,False,True,False
1,25,2,3,4,0,3,187.32,0,1,0,1,1,True,False,False,True,False,False
1,16,4,5,3,0,3,152.28,0,1,0,0,1,False,True,False,False,True,False
20,10,4,3,5,0,10,299.65,0,0,0,1,0,True,False,True,False,False,False
0,18,3,1,4,1,7,145.81,1,1,1,0,0,False,True,False,True,False,False
1,23,4,4,4,1,3,148.73,1,1,0,0,1,True,False,False,False,True,False
6,22,3,1,2,1,2,153.68,0,0,1,0,1,True,False,False,True,False,False
17,13,5,3,3,1,9,165.81,0,0,0,1,0,False,True,False,True,False,False
7,9,4,1,2,0,3,150.0,0,0,1,0,1,False,True,False,False,True,False
13,7,3,1,5,0,3,165.13,0,0,1,0,1,True,False,False,True,False,False
0,8,4,1,2,0,0,111.02,1,1,1,0,1,False,True,False,False,True,False
16,33,3,5,9,0,1,208.2,0,0,0,1,1,False,False,False,False,False,False
17,17,5,3,3,0,1,177.57,0,0,0,1,1,True,False,False,True,False,False
9,7,6,1,3,0,2,154.77,0,0,1,0,1,True,False,False,False,True,False
14,16,4,4,10,1,1,161.17,0,0,0,0,1,True,False,False,False,True,False
9,23,4,4,3,0,3,155.07,0,0,0,0,1,True,False,False,True,False,False
8,9,4,3,4,0,3,165.33,0,0,0,1,1,False,True,False,True,False,False
7,7,3,1,2,0,1,198.88,0,0,1,1,1,False,True,False,False,False,False
1,30,5,5,3,0,11,198.36,1,1,0,1,0,True,False,False,False,False,False
19,33,5,5,3,0,6,168.85,0,0,0,1,0,True,False,False,True,False,False
1,33,4,1,3,1,9,181.17,1,1,1,1,0,True,False,False,True,False,False
6,20,3,4,2,0,6,127.56,0,0,0,0,0,True,False,False,False,True,False
13,12,3,3,8,0,13,232.37,0,0,0,1,0,False,True,True,False,False,False
13,8,1,3,6,0,8,163.77,0,0,0,0,0,True,False,False,True,False,False
10,20,4,4,5,0,5,146.43,0,0,0,0,0,False,False,False,False,True,False
1,30,5,3,3,0,9,160.4,0,1,0,0,0,True,False,False,True,False,False
8,31,4,4,4,0,8,209.03,0,0,0,1,0,True,False,False,False,False,False
6,11,4,4,4,0,3,164.31,0,0,0,0,1,False,False,False,False,True,False
17,32,5,1,7,0,1,232.98,0,0,1,1,1,True,False,False,False,False,False
22,11,5,3,9,0,9,234.99,0,0,0,1,0,False,True,False,False,False,False
8,16,3,2,2,0,2,139.17,0,0,1,0,1,True,False,False,False,True,False
21,10,3,1,2,0,8,178.98,0,0,1,1,0,False,True,False,False,False,False
0,16,4,5,10,0,0,203.06,1,1,0,1,1,True,False,False,False,False,False
0,9,3,3,1,0,2,149.99,0,1,0,0,1,True,False,False,True,False,False
0,7,4,3,2,0,2,146.17,0,1,0,0,1,False,True,False,True,False,False
16,12,4,3,8,0,1,308.03,0,0,0,1,1,False,False,False,False,False,True
13,17,4,3,9,0,3,259.64,0,0,0,1,1,False,True,False,False,False,False
19,32,4,4,5,0,1,305.61,0,0,0,1,1,False,True,False,False,False,True
1,28,2,2,3,0,3,151.78,0,1,1,0,1,False,True,False,False,True,False
24,7,4,4,5,1,8,306.72,0,0,0,1,0,True,False,False,False,False,True
18,15,2,2,4,1,3,153.18,0,0,1,0,1,False,False,False,False,True,False
16,11,4,2,3,0,16,317.32,0,0,1,1,0,False,False,False,False,False,True
5,15,4,1,3,0,10,232.93,0,1,1,1,0,True,False,False,False,False,False
10,9,4,4,6,1,1,194.62,0,0,0,1,1,True,False,False,True,False,False
0,9,4,3,2,0,0,132.3,0,1,0,0,1,False,True,False,False,True,False
20,14,4,3,8,0,8,233.45,0,0,0,1,0,True,False,False,False,False,False
3,9,4,4,2,0,5,152.03,0,1,0,0,0,True,False,False,False,True,False
3,17,5,3,11,0,5,183.69,0,1,0,1,0,False,True,False,True,False,False
16,15,4,3,6,0,1,164.68,0,0,0,0,1,False,True,False,False,True,False
11,36,4,4,3,1,10,243.49,1,0,0,1,0,False,False,False,False,False,False
16,9,4,5,2,0,8,301.65,0,0,0,1,0,True,False,True,False,False,False
1,7,2,4,3,0,8,199.46,1,1,0,1,0,False,True,False,False,False,False
1,7,4,5,3,0,8,199.12,0,1,0,1,0,False,False,False,False,False,False
15,12,2,3,4,1,4,146.27,0,0,0,0,0,False,False,False,False,True,False
5,11,3,4,2,0,3,165.24,0,1,0,1,1,False,False,False,True,False,False
1,9,4,3,3,1,5,169.78,0,1,0,1,0,False,True,False,True,False,False
8,22,4,5,3,0,7,186.25,0,0,0,1,0,False,True,False,True,False,False
1,11,5,1,2,0,5,156.62,0,1,1,0,0,True,False,False,False,True,False
1,15,5,4,3,0,1,137.61,1,1,0,0,1,False,True,False,False,True,False
1,24,4,3,2,1,1,152.41,1,1,0,0,1,True,False,False,False,True,False
22,9,4,5,5,0,2,147.89,0,0,0,0,1,False,False,False,True,False,False
1,7,5,3,3,0,4,145.07,0,1,0,0,0,True,False,False,False,True,False
9,24,3,2,3,0,9,177.79,0,0,1,1,0,False,True,False,True,False,False
10,19,4,3,11,1,2,171.63,0,0,0,1,1,True,False,False,True,False,False
0,28,4,4,2,0,0,128.63,1,1,0,0,1,True,False,False,False,True,False
5,7,5,5,3,0,3,147.18,0,1,0,0,1,True,False,False,False,True,False
1,35,5,5,5,0,4,167.84,1,1,0,1,0,False,True,False,True,False,False
10,25,4,1,3,0,8,146.53,0,0,1,0,0,False,True,False,False,True,False
13,10,3,3,2,0,9,290.33,0,0,0,1,0,False,False,False,False,False,True
5,18,4,1,5,1,3,148.56,0,1,1,0,1,True,False,False,False,True,False
31,10,2,5,6,1,1,151.7,0,0,0,0,1,True,False,False,False,True,False
13,22,3,3,10,0,0,135.44,0,0,0,0,1,True,False,False,False,True,False
1,15,4,3,3,0,1,144.04,1,1,0,0,1,False,True,False,False,True,False
0,6,3,1,2,1,8,126.86,1,1,1,0,0,False,True,False,False,True,False
1,31,5,3,7,1,4,145.28,1,1,0,0,0,False,True,False,False,True,False
18,16,4,5,3,1,2,150.59,0,0,0,0,1,False,False,False,False,True,False
13,25,4,3,2,0,8,170.34,0,0,0,1,0,False,True,False,True,False,False
23,6,3,2,10,0,3,273.99,0,0,1,1,1,True,False,True,False,False,False
6,6,1,4,2,1,2,154.88,0,0,0,0,1,False,False,False,True,False,False
16,8,3,1,1,0,8,135.39,0,0,1,0,0,False,True,False,False,True,False
5,9,4,3,2,0,3,155.67,0,1,0,0,1,True,False,False,False,True,False
1,15,5,5,8,0,3,178.26,1,1,0,1,1,False,True,False,True,False,False
11,13,2,5,6,1,8,184.74,0,0,0,1,0,True,False,False,True,False,False
23,14,5,3,10,0,1,170.0,0,0,0,1,1,False,True,False,False,False,False
1,36,4,3,7,0,1,168.06,0,1,0,1,1,True,False,False,True,False,False
4,30,3,1,3,0,4,152.38,0,1,1,0,0,False,True,False,True,False,False
3,9,4,3,3,0,3,171.49,0,1,0,1,1,False,False,False,True,False,False
30,21,3,3,3,1,2,257.87,0,0,0,1,1,True,False,True,False,False,False
16,8,3,1,2,0,7,156.75,0,0,1,0,0,True,False,False,True,False,False
6,19,3,2,4,0,2,134.52,0,0,1,0,1,False,True,False,False,True,False
13,15,3,4,9,1,0,136.17,0,0,0,0,1,True,False,False,False,True,False
31,10,5,2,5,0,1,146.77,0,0,1,0,1,False,False,False,False,True,False
1,16,4,5,3,0,3,150.0,0,1,0,0,1,False,False,False,False,True,False
11,28,4,2,7,0,1,154.73,0,0,1,0,1,False,False,False,False,True,False
16,33,1,4,6,0,2,148.76,0,0,0,0,1,True,False,False,False,True,False
25,7,5,5,5,0,9,199.84,0,0,0,1,0,False,True,False,False,False,False
8,24,3,1,3,0,2,193.62,0,0,1,1,1,False,True,False,False,False,False
4,13,3,2,5,0,7,175.47,0,1,1,1,0,True,False,False,True,False,False
2,8,4,1,3,0,4,145.44,0,1,1,0,0,True,False,False,False,True,False
24,6,3,2,2,0,0,127.23,0,0,1,0,1,False,False,False,False,True,False
8,31,4,3,5,1,1,156.61,1,0,0,0,1,True,False,False,False,True,False
14,16,3,2,8,0,10,162.3,0,0,1,0,0,False,True,False,True,False,False
12,9,4,4,9,0,1,198.51,0,0,0,1,1,False,True,False,False,False,False
10,22,6,1,3,0,12,179.06,0,0,1,1,0,True,False,False,True,False,False
4,14,3,2,2,0,9,207.93,0,1,1,1,0,True,False,False,False,False,False
10,9,4,3,6,0,10,150.19,0,0,0,0,0,False,True,False,False,True,False
0,16,3,5,2,0,8,142.13,1,1,0,0,0,False,True,False,True,False,False
2,26,5,5,3,0,4,156.96,0,1,0,0,0,False,False,False,False,True,False
11,15,3,1,3,0,3,147.71,0,0,1,0,1,True,False,False,False,True,False
3,31,3,3,8,1,2,147.36,0,1,0,0,1,False,False,False,True,False,False
22,12,4,3,3,1,12,239.66000000000005,0,0,0,1,0,True,False,True,False,False,False
1,13,4,5,4,0,4,154.6,1,1,0,0,0,False,True,False,False,True,False
11,12,4,2,9,0,5,188.47,0,0,1,1,0,True,False,False,True,False,False
0,23,4,3,2,0,2,143.77,0,1,0,0,1,True,False,False,True,False,False
8,9,3,2,7,0,8,178.23,0,0,1,1,0,True,False,False,False,False,False
15,14,2,3,3,0,9,158.76,0,0,0,0,0,False,False,False,False,True,False
0,6,4,3,1,1,2,137.3,1,1,0,0,1,False,True,False,False,True,False
18,15,4,3,2,0,12,155.93,0,0,0,0,0,True,False,False,True,False,False
13,26,4,1,10,0,3,164.02,0,0,1,0,1,True,False,False,True,False,False
24,36,5,3,2,0,8,295.46,0,0,0,1,0,True,False,True,False,False,False
9,8,3,4,5,1,0,169.62,0,0,0,1,1,True,False,False,True,False,False
12,36,4,2,5,0,8,187.61,0,0,1,1,0,False,False,False,True,False,False
0,26,3,3,2,0,7,199.81,0,1,0,1,0,False,True,False,True,False,False
0,11,4,3,2,1,3,157.44,1,1,0,0,1,False,True,False,True,False,False
12,7,4,5,5,0,1,151.19,0,0,0,0,1,False,True,False,False,True,False
0,24,1,3,3,0,2,162.32,0,1,0,0,1,True,False,False,True,False,False
9,25,2,5,3,0,11,177.08,0,0,0,1,0,True,False,False,True,False,False
9,8,4,3,2,0,0,175.96,0,0,0,1,1,True,False,False,False,False,False
5,6,3,5,5,0,2,140.87,0,1,0,0,1,True,False,False,True,False,False
11,6,3,1,8,0,9,147.35,0,0,1,0,0,True,False,False,True,False,False
19,9,5,1,3,0,10,182.7,0,0,1,1,0,True,False,False,True,False,False
0,13,3,3,4,1,7,133.39,1,1,0,0,0,True,False,False,False,True,False
3,6,4,3,2,0,8,184.74,0,1,0,1,0,False,True,False,False,False,False
7,23,4,1,3,1,3,178.68,0,0,1,1,1,True,False,False,True,False,False
6,10,4,5,3,0,4,192.25,0,0,0,1,0,True,False,False,True,False,False
15,34,4,2,1,0,4,145.23,0,0,1,0,0,False,False,False,True,False,False
11,7,5,5,4,0,3,164.2,0,0,0,0,1,True,False,False,False,True,False
6,21,3,1,1,1,1,12.0,0,0,1,0,1,True,False,False,True,False,False
0,30,4,5,2,0,9,187.22,1,1,0,1,0,False,True,False,False,False,False
14,9,4,4,5,0,11,181.77,0,0,0,1,0,True,False,False,True,False,False
23,34,3,5,5,1,2,268.8,0,0,0,1,1,True,False,True,False,False,False
27,30,4,1,8,0,9,267.75,0,0,1,1,0,False,True,True,False,False,False
5,25,2,3,7,1,2,127.59,1,1,0,0,1,True,False,False,False,True,False
18,31,3,4,4,0,0,280.61,0,0,0,1,1,False,True,False,False,False,True
1,6,3,5,2,0,2,135.91,0,1,0,0,1,True,False,False,False,True,False
8,16,3,3,4,1,4,161.42,0,0,0,0,0,False,True,False,True,False,False
15,18,3,4,9,0,4,127.66,0,0,0,0,0,True,False,False,False,True,False
15,14,4,3,8,0,2,175.03,0,0,0,1,1,False,True,False,True,False,False
0,15,3,5,3,1,0,131.72,1,1,0,0,1,False,True,False,False,True,False
3,16,5,2,2,0,3,164.83,0,1,1,0,1,False,True,False,False,True,False
10,15,2,5,11,0,6,242.13,0,0,0,1,0,True,False,False,False,False,False
1,14,4,4,3,0,1,151.79,1,1,0,0,1,False,True,False,False,True,False
28,26,4,4,4,0,2,232.25,0,0,0,1,1,False,False,False,False,False,False
3,13,3,3,2,0,9,134.91,0,1,0,0,0,True,False,False,True,False,False
2,16,4,1,3,0,8,177.53,0,1,1,1,0,False,True,False,True,False,False
8,34,1,3,2,0,8,134.07,0,0,0,0,0,True,False,False,True,False,False
10,7,4,1,6,0,1,191.53,0,0,1,1,1,False,True,False,True,False,False
31,14,2,1,2,1,10,177.2,0,0,1,1,0,True,False,False,True,False,False
1,15,3,2,2,0,7,152.53,0,1,1,0,0,False,True,False,True,False,False
8,28,5,3,1,0,3,142.3,0,0,0,0,1,False,True,False,False,True,False
10,31,3,3,4,1,7,144.49,0,0,0,0,0,False,False,False,True,False,False
14,7,5,4,3,0,12,260.03,0,0,0,1,0,True,False,True,False,False,False
4,22,5,5,4,0,8,196.4,0,1,0,1,0,True,False,False,False,False,False
2,9,4,4,3,1,6,172.79,0,1,0,1,0,False,False,False,True,False,False
4,24,4,5,3,1,9,244.16000000000005,0,1,0,1,0,False,False,False,False,False,False
3,13,3,5,8,0,2,147.79,0,1,0,0,1,True,False,False,True,False,False
9,9,4,1,5,0,12,196.99,0,0,1,1,0,True,False,False,False,False,False
10,9,5,3,3,0,1,200.96,0,0,0,1,1,True,False,False,False,False,False
24,15,3,4,5,1,10,298.47,0,0,0,1,0,True,False,False,False,False,True
0,8,3,1,2,1,3,137.6,0,1,1,0,1,False,True,False,False,True,False
24,7,4,2,5,0,7,320.17,0,0,1,1,0,True,False,False,False,False,True
9,9,4,2,5,0,12,196.99,0,0,1,1,0,False,False,False,False,False,False
8,7,4,1,1,0,0,153.63,0,0,1,0,1,True,False,False,True,False,False
7,14,4,3,3,0,9,184.68,0,0,0,1,0,True,False,False,True,False,False
8,10,4,5,6,0,3,148.62,1,0,0,0,1,False,False,False,False,True,False
4,15,2,5,2,1,8,239.16000000000005,0,1,0,1,0,False,False,False,False,False,False
10,11,1,3,1,0,3,135.0,0,0,0,0,1,False,True,False,False,True,False
23,28,5,1,2,1,9,244.11,0,0,1,1,0,False,True,True,False,False,False
17,9,4,1,3,1,9,203.47,0,0,1,1,0,True,False,False,True,False,False
6,12,2,4,2,1,6,157.98,0,0,0,0,0,True,False,False,False,True,False
5,11,4,1,9,0,0,196.79,0,1,1,1,1,False,True,False,True,False,False
1,8,4,1,11,1,3,172.87,1,1,1,1,1,True,False,False,False,True,False
12,9,4,1,7,1,3,164.44,0,0,1,0,1,False,True,False,False,True,False
1,11,5,2,3,1,5,183.28,1,1,1,1,0,False,True,False,True,False,False
12,15,3,5,2,0,9,151.51,0,0,0,0,0,True,False,False,True,False,False
24,10,4,4,3,0,8,307.0,0,0,0,1,0,True,False,False,False,False,True
8,7,5,2,3,1,4,161.22,0,0,1,0,0,False,False,False,False,True,False
0,9,3,5,2,1,7,133.48,1,1,0,0,0,False,True,False,False,True,False
16,36,4,4,3,0,9,169.34,0,0,0,1,0,True,False,False,True,False,False
4,8,4,3,2,0,4,145.64,0,1,0,0,0,True,False,False,False,True,False
25,9,4,5,2,0,16,268.56,0,0,0,1,0,False,False,True,False,False,False
12,25,6,1,5,1,1,183.11,0,0,1,1,1,True,False,False,True,False,False
7,7,5,5,5,1,3,152.99,0,0,0,0,1,False,True,False,False,True,False
2,8,5,1,3,1,8,193.34,0,1,1,1,0,True,False,False,True,False,False
9,14,3,2,5,0,7,150.79,0,0,1,0,0,True,False,False,True,False,False
23,18,4,1,5,0,5,170.07,0,0,1,1,0,False,True,False,True,False,False
1,9,5,1,3,0,1,136.02,1,1,1,0,1,False,True,False,False,True,False
1,18,4,5,3,1,4,172.41,0,1,0,1,0,False,False,False,True,False,False
1,9,3,4,2,0,0,128.56,0,1,0,0,1,True,False,False,False,True,False
1,11,2,4,3,1,4,186.42,0,1,0,1,0,True,False,False,True,False,False
8,9,5,5,8,0,10,184.57,0,0,0,1,0,True,False,False,True,False,False
13,32,3,5,2,0,5,183.96,0,0,0,1,0,False,False,False,True,False,False
0,6,4,3,6,0,7,206.09,1,1,0,1,0,False,False,False,False,False,False
22,6,3,3,5,0,0,253.79,0,0,0,1,1,False,True,True,False,False,False
0,8,3,3,7,1,2,139.77,0,1,0,0,1,True,False,False,False,True,False
0,15,4,5,8,0,3,134.07,1,1,0,0,1,False,True,False,True,False,False
27,14,3,3,8,0,0,137.8,0,0,0,0,1,False,True,False,True,False,False
4,18,3,3,2,0,8,295.45,1,1,0,1,0,False,False,False,False,False,True
0,22,3,4,10,0,2,128.11,0,1,0,0,1,True,False,False,False,True,False
10,13,6,3,3,0,8,152.41,0,0,0,0,0,True,False,False,False,True,False
10,21,4,2,2,1,12,190.86,0,0,1,1,0,False,False,False,True,False,False
20,22,1,3,2,1,7,150.67,0,0,0,0,0,True,False,False,True,False,False
11,16,4,3,1,1,7,187.4,0,0,0,1,0,True,False,False,False,False,False
0,8,1,3,2,0,7,152.06,0,1,0,0,0,True,False,False,True,False,False
1,15,4,4,3,0,8,187.14,0,1,0,1,0,True,False,False,True,False,False
1,26,4,1,3,0,3,148.23,0,1,1,0,1,True,False,False,False,True,False
9,17,4,3,5,1,5,186.42,0,0,0,1,0,False,True,False,True,False,False
0,8,3,3,7,0,1,143.82,1,1,0,0,1,False,True,False,False,True,False
7,14,3,3,4,0,3,161.42,0,0,0,0,1,False,True,False,True,False,False
10,14,4,4,4,0,4,145.13,0,0,0,0,0,False,True,False,False,True,False
24,9,4,3,4,1,8,317.37,0,0,0,1,0,False,False,False,False,False,True
1,12,2,4,3,1,3,148.28,0,1,0,0,1,True,False,False,False,True,False
5,8,6,5,3,0,8,175.03,0,1,0,1,0,True,False,False,True,False,False
9,16,3,3,4,0,7,170.94,0,0,0,1,0,True,False,False,False,False,False
1,24,4,3,3,1,8,148.94,1,1,0,0,0,False,True,False,False,True,False
21,28,3,1,4,0,7,271.74,0,0,1,1,0,True,False,True,False,False,False
9,12,1,5,4,1,2,155.62,0,0,0,0,1,True,False,False,True,False,False
1,36,4,5,3,0,3,164.07,0,1,0,0,1,True,False,False,False,True,False
10,27,3,1,6,0,0,129.73,0,0,1,0,1,True,False,False,False,True,False
0,10,3,5,2,0,0,129.73,1,1,0,0,1,False,True,False,False,True,False
11,7,4,2,3,0,8,146.15,0,0,1,0,0,False,True,False,False,True,False
8,12,5,5,4,0,9,241.31,0,0,0,1,0,False,True,False,False,False,False
27,8,5,3,6,1,3,254.65,0,0,0,1,1,True,False,True,False,False,False
16,11,4,5,9,0,6,176.55,0,0,0,1,0,False,True,False,True,False,False
6,8,3,1,2,0,4,155.05,0,0,1,0,0,True,False,False,True,False,False
11,18,4,3,6,0,3,161.29,0,0,0,0,1,False,True,False,False,True,False
15,13,4,5,4,1,18,172.21,0,0,0,1,0,False,True,False,False,True,False
12,14,3,3,2,0,7,137.55,0,0,0,0,0,True,False,False,False,True,False
8,11,3,4,1,0,13,180.95,0,0,0,1,0,False,True,False,False,False,False
16,15,3,3,4,1,7,156.79,0,0,0,0,0,True,False,False,True,False,False
25,14,5,3,4,0,1,186.32,0,0,0,1,1,True,False,False,True,False,False
14,6,3,5,1,0,7,141.03,0,0,0,0,0,True,False,False,True,False,False
3,27,4,2,4,0,3,194.31,0,1,1,1,1,True,False,False,True,False,False
14,17,2,3,5,1,8,147.13,0,0,0,0,0,True,False,False,False,True,False
22,17,3,1,4,0,4,145.07,0,0,1,0,0,False,True,False,True,False,False
23,30,3,3,4,1,5,239.73,0,0,0,1,0,False,False,True,False,False,False
6,15,3,2,1,0,10,127.81,0,0,1,0,0,False,False,False,False,True,False
24,27,4,3,4,1,14,237.45,0,0,0,1,0,True,False,True,False,False,False
18,29,3,5,2,1,8,136.33,0,0,0,0,0,True,False,False,True,False,False
1,25,4,5,2,0,3,131.96,0,1,0,0,1,False,False,False,False,True,False
10,16,2,4,3,0,3,153.1,0,0,0,0,1,True,False,False,False,True,False
9,11,3,5,5,0,2,180.08,0,0,0,1,1,True,False,False,False,False,False
0,13,1,5,1,0,7,135.78,0,1,0,0,0,False,True,False,False,True,False
31,14,4,5,7,0,11,320.66,0,0,0,1,0,True,False,False,False,False,True
19,9,5,2,11,0,9,292.92,0,0,1,1,0,False,False,True,False,False,False
4,9,5,1,7,1,1,193.77,0,1,1,1,1,False,True,False,True,False,False
6,31,4,4,2,0,2,143.2,0,0,0,0,1,False,True,False,True,False,False
27,13,4,3,4,1,6,148.06,0,0,0,0,0,True,False,False,True,False,False
4,13,5,2,2,0,8,171.27,0,1,1,1,0,False,False,False,True,False,False
12,19,5,5,4,0,3,187.88,0,0,0,1,1,True,False,False,True,False,False
20,20,3,5,3,0,7,149.6,0,0,0,0,0,False,True,False,True,False,False
13,10,4,1,8,0,11,208.55,0,0,1,1,0,True,False,False,False,False,False
3,9,5,4,4,0,1,191.44,0,1,0,1,1,True,False,False,True,False,False
17,11,3,4,8,0,10,282.13,0,0,0,1,0,False,False,False,False,False,True
13,6,3,1,5,0,3,165.13,0,0,1,0,1,True,False,False,True,False,False
1,9,4,5,8,1,3,145.42,1,1,0,0,1,False,False,False,False,True,False
20,7,3,1,8,0,2,134.2,0,0,1,0,1,True,False,False,False,True,False
4,26,3,3,2,0,0,169.32,0,1,0,1,1,True,False,False,True,False,False
13,15,3,5,1,0,1,154.73,0,0,0,0,1,True,False,False,True,False,False
14,8,4,1,6,0,4,190.13,0,0,1,1,0,True,False,False,True,False,False
18,32,4,5,2,0,5,143.85,0,0,0,0,0,True,False,False,True,False,False
24,27,3,1,1,1,0,154.41,0,0,1,0,1,False,True,False,True,False,False
1,22,2,5,1,0,7,156.61,0,1,0,0,0,False,True,False,True,False,False
29,14,3,5,5,1,2,142.57,0,0,0,0,1,True,False,False,False,True,False
10,9,3,4,4,0,1,141.07,0,0,0,0,1,False,True,False,True,False,False
28,10,4,5,4,0,6,184.4,0,0,0,1,0,False,False,False,True,False,False
12,13,5,3,4,0,8,178.21,0,0,0,1,0,True,False,False,True,False,False
